"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","1022","Scalp Preparations","Bay of Plenty",2019,"6638","3986",99.9
"Dispensings","1022","Scalp Preparations","Tairawhiti",2019,"1217","718",99.8
"Dispensings","1022","Scalp Preparations","Hawke's Bay",2019,"3745","2230",99.9
"Dispensings","1022","Scalp Preparations","Taranaki",2019,"2900","1794",99.9
"Dispensings","1022","Scalp Preparations","MidCentral",2019,"4127","2208",99.9
"Dispensings","1022","Scalp Preparations","Whanganui",2019,"1573","823",99.6
"Dispensings","1022","Scalp Preparations","Capital & Coast",2019,"8305","5002",99.6
"Dispensings","1022","Scalp Preparations","Hutt Valley",2019,"4076","2263",99.9
"Dispensings","1022","Scalp Preparations","Wairarapa",2019,"972","506",99.9
"Dispensings","1022","Scalp Preparations","Nelson Marlborough",2019,"3508","2132",99.9
"Dispensings","1022","Scalp Preparations","West Coast",2019,"635","350",100
"Dispensings","1022","Scalp Preparations","Canterbury",2019,"15919","8813",99.8
"Dispensings","1022","Scalp Preparations","South Canterbury",2019,"1423","764",99.7
"Dispensings","1022","Scalp Preparations","Southern",2019,"7662","4524",99.7
"Dispensings","1022","Scalp Preparations","New Zealand",2019,"135049","77311",99.7
"Dispensings","1022","Scalp Preparations","Northland",2020,"5164","2942",99.9
"Dispensings","1022","Scalp Preparations","Waitemata",2020,"18718","10123",99.7
"Dispensings","1022","Scalp Preparations","Auckland",2020,"18104","9801",99.6
"Dispensings","1022","Scalp Preparations","Counties Manukau",2020,"18812","9824",99.8
"Dispensings","1022","Scalp Preparations","Waikato",2020,"12036","6717",99.9
"Dispensings","1022","Scalp Preparations","Lakes",2020,"2802","1545",99.8
"Dispensings","1022","Scalp Preparations","Bay of Plenty",2020,"6688","3781",99.8
"Dispensings","1022","Scalp Preparations","Tairawhiti",2020,"1155","675",99.9
"Dispensings","1022","Scalp Preparations","Hawke's Bay",2020,"3965","2251",99.9
"Dispensings","1022","Scalp Preparations","Taranaki",2020,"2985","1800",99.9
"Dispensings","1022","Scalp Preparations","MidCentral",2020,"4120","2108",99.9
"Dispensings","1022","Scalp Preparations","Whanganui",2020,"1617","852",99.8
"Dispensings","1022","Scalp Preparations","Capital & Coast",2020,"8807","5020",99.6
"Dispensings","1022","Scalp Preparations","Hutt Valley",2020,"4302","2285",99.9
"Dispensings","1022","Scalp Preparations","Wairarapa",2020,"1018","501",100
"Dispensings","1022","Scalp Preparations","Nelson Marlborough",2020,"3780","2173",99.9
"Dispensings","1022","Scalp Preparations","West Coast",2020,"726","379",100
"Dispensings","1022","Scalp Preparations","Canterbury",2020,"16120","8595",99.9
"Dispensings","1022","Scalp Preparations","South Canterbury",2020,"1443","753",99.9
"Dispensings","1022","Scalp Preparations","Southern",2020,"8257","4624",99.7
"Dispensings","1022","Scalp Preparations","New Zealand",2020,"140619","76232",99.8
"Dispensings","1022","Scalp Preparations","Northland",2021,"5172","3025",100
"Dispensings","1022","Scalp Preparations","Waitemata",2021,"19021","10389",99.8
"Dispensings","1022","Scalp Preparations","Auckland",2021,"17744","9749",99.7
"Dispensings","1022","Scalp Preparations","Counties Manukau",2021,"18817","9847",99.9
"Dispensings","1022","Scalp Preparations","Waikato",2021,"11913","6806",99.9
"Dispensings","1022","Scalp Preparations","Lakes",2021,"2898","1637",99.9
"Dispensings","1022","Scalp Preparations","Bay of Plenty",2021,"6681","3949",99.9
"Dispensings","1022","Scalp Preparations","Tairawhiti",2021,"1217","684",99.9
"Dispensings","1022","Scalp Preparations","Hawke's Bay",2021,"4008","2346",100
"Dispensings","1022","Scalp Preparations","Taranaki",2021,"3210","1880",99.7
"Dispensings","1022","Scalp Preparations","MidCentral",2021,"4237","2221",100
"Dispensings","1022","Scalp Preparations","Whanganui",2021,"1488","813",99.8
"Dispensings","1022","Scalp Preparations","Capital & Coast",2021,"8980","5211",99.8
"Dispensings","1022","Scalp Preparations","Hutt Valley",2021,"4372","2355",99.8
"Dispensings","1022","Scalp Preparations","Wairarapa",2021,"1074","538",99.8
"Dispensings","1022","Scalp Preparations","Nelson Marlborough",2021,"3907","2268",99.9
"Dispensings","1022","Scalp Preparations","West Coast",2021,"739","389",100
"Dispensings","1022","Scalp Preparations","Canterbury",2021,"17422","9215",100
"Dispensings","1022","Scalp Preparations","South Canterbury",2021,"1485","791",100
"Dispensings","1022","Scalp Preparations","Southern",2021,"8141","4662",99.8
"Dispensings","1022","Scalp Preparations","New Zealand",2021,"142526","78217",99.9
"Dispensings","1022","Scalp Preparations","Northland",2022,"4750","2875",100
"Dispensings","1022","Scalp Preparations","Waitemata",2022,"19295","10825",99.9
"Dispensings","1022","Scalp Preparations","Auckland",2022,"17996","10258",99.9
"Dispensings","1022","Scalp Preparations","Counties Manukau",2022,"19149","10539",99.9
"Dispensings","1022","Scalp Preparations","Waikato",2022,"12102","7075",100
"Dispensings","1022","Scalp Preparations","Lakes",2022,"2724","1622",100
"Dispensings","1022","Scalp Preparations","Bay of Plenty",2022,"6858","4067",99.9
"Dispensings","1022","Scalp Preparations","Tairawhiti",2022,"1221","738",99.9
"Dispensings","1022","Scalp Preparations","Hawke's Bay",2022,"4039","2350",99.9
"Dispensings","1022","Scalp Preparations","Taranaki",2022,"2981","1792",100
"Dispensings","1022","Scalp Preparations","MidCentral",2022,"3956","2063",100
"Dispensings","1022","Scalp Preparations","Whanganui",2022,"1387","810",99.9
"Dispensings","1022","Scalp Preparations","Capital & Coast",2022,"8673","5209",99.8
"Dispensings","1022","Scalp Preparations","Hutt Valley",2022,"4056","2296",100
"Dispensings","1022","Scalp Preparations","Wairarapa",2022,"977","515",100
"Dispensings","1022","Scalp Preparations","Nelson Marlborough",2022,"3485","2127",100
"Dispensings","1022","Scalp Preparations","West Coast",2022,"757","404",100
"Dispensings","1022","Scalp Preparations","Canterbury",2022,"16670","9203",100
"Dispensings","1022","Scalp Preparations","South Canterbury",2022,"1402","775",100
"Dispensings","1022","Scalp Preparations","Southern",2022,"7886","4681",99.9
"Dispensings","1022","Scalp Preparations","New Zealand",2022,"140364","79670",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Northland",2018,"36376","12604",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waitemata",2018,"97603","37244",99.7
"Initial dispensings","2228","Sedatives and Hypnotics","Auckland",2018,"79714","31981",99.3
"Initial dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2018,"62114","23347",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Waikato",2018,"60388","22669",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Lakes",2018,"15776","5880",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2018,"42680","16616",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2018,"5833","2297",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2018,"31458","11068",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Taranaki",2018,"19159","6802",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","MidCentral",2018,"31021","10833",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Whanganui",2018,"15387","5047",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2018,"45515","18612",99.7
"Initial dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2018,"21932","7855",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Wairarapa",2018,"10369","3530",100
"Initial dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2018,"28670","11342",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","West Coast",2018,"5576","2016",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Canterbury",2018,"94329","36095",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","South Canterbury",2018,"9075","3360",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Southern",2018,"50376","19654",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","New Zealand",2018,"763351","284277",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Northland",2019,"36057","12481",100
"Initial dispensings","2228","Sedatives and Hypnotics","Waitemata",2019,"100645","38497",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Auckland",2019,"82110","32824",99.6
"Initial dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2019,"63000","23749",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waikato",2019,"61031","22954",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Lakes",2019,"16034","6023",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2019,"44006","17233",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2019,"5640","2253",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2019,"31154","11192",100
"Initial dispensings","2228","Sedatives and Hypnotics","Taranaki",2019,"19081","6799",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","MidCentral",2019,"32169","11072",100
"Initial dispensings","2228","Sedatives and Hypnotics","Whanganui",2019,"15308","4960",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2019,"45528","18708",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2019,"22447","8058",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Wairarapa",2019,"10488","3601",100
"Initial dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2019,"29207","11538",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","West Coast",2019,"5549","2024",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Canterbury",2019,"96129","36927",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","South Canterbury",2019,"9172","3468",100
"Initial dispensings","2228","Sedatives and Hypnotics","Southern",2019,"51722","20292",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","New Zealand",2019,"776477","290092",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Northland",2020,"37141","12028",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waitemata",2020,"100396","35479",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Auckland",2020,"79881","29197",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2020,"63536","22920",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waikato",2020,"62397","22095",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Lakes",2020,"15919","5554",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2020,"44131","16254",100
"Initial dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2020,"5482","2069",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2020,"31238","10531",100
"Initial dispensings","2228","Sedatives and Hypnotics","Taranaki",2020,"18640","6372",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","MidCentral",2020,"32362","10686",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Whanganui",2020,"15650","4972",100
"Initial dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2020,"43948","16821",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2020,"22322","7635",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Wairarapa",2020,"10543","3469",100
"Initial dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2020,"29198","10823",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","West Coast",2020,"5691","1955",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Canterbury",2020,"96849","35027",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","South Canterbury",2020,"9032","3256",100
"Initial dispensings","2228","Sedatives and Hypnotics","Southern",2020,"51561","19001",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","New Zealand",2020,"775917","271559",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Northland",2021,"37207","12102",100
"Initial dispensings","2228","Sedatives and Hypnotics","Waitemata",2021,"104186","36245",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Auckland",2021,"81319","28997",99.8
"Initial dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2021,"64824","22897",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waikato",2021,"64156","22526",100
"Initial dispensings","2228","Sedatives and Hypnotics","Lakes",2021,"16197","5554",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2021,"46203","16733",100
"Initial dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2021,"5580","2097",100
"Initial dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2021,"31760","10708",100
"Initial dispensings","2228","Sedatives and Hypnotics","Taranaki",2021,"18651","6352",100
"Initial dispensings","2228","Sedatives and Hypnotics","MidCentral",2021,"33510","10783",100
"Initial dispensings","2228","Sedatives and Hypnotics","Whanganui",2021,"15851","5069",100
"Initial dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2021,"43938","16649",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2021,"23002","7611",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Wairarapa",2021,"10659","3471",100
"Initial dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2021,"29744","10886",100
"Initial dispensings","2228","Sedatives and Hypnotics","West Coast",2021,"6166","2049",100
"Initial dispensings","2228","Sedatives and Hypnotics","Canterbury",2021,"100183","35802",100
"Initial dispensings","2228","Sedatives and Hypnotics","South Canterbury",2021,"9034","3259",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Southern",2021,"52192","19048",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","New Zealand",2021,"794362","273985",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Northland",2022,"37667","12520",100
"Initial dispensings","2228","Sedatives and Hypnotics","Waitemata",2022,"109332","38750",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Auckland",2022,"87938","32545",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2022,"66998","23818",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Waikato",2022,"66150","23675",100
"Initial dispensings","2228","Sedatives and Hypnotics","Lakes",2022,"16666","5791",100
"Initial dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2022,"47804","17557",100
"Initial dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2022,"5807","2143",100
"Initial dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2022,"32847","11043",100
"Initial dispensings","2228","Sedatives and Hypnotics","Taranaki",2022,"18486","6426",100
"Initial dispensings","2228","Sedatives and Hypnotics","MidCentral",2022,"34485","11034",100
"Initial dispensings","2228","Sedatives and Hypnotics","Whanganui",2022,"16224","5185",100
"Initial dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2022,"44842","17278",99.9
"Initial dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2022,"23319","7795",100
"Initial dispensings","2228","Sedatives and Hypnotics","Wairarapa",2022,"10457","3430",100
"Initial dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2022,"31126","11250",100
"Initial dispensings","2228","Sedatives and Hypnotics","West Coast",2022,"6306","2122",100
"Initial dispensings","2228","Sedatives and Hypnotics","Canterbury",2022,"103252","37325",100
"Initial dispensings","2228","Sedatives and Hypnotics","South Canterbury",2022,"9124","3336",100
"Initial dispensings","2228","Sedatives and Hypnotics","Southern",2022,"54223","19482",100
"Initial dispensings","2228","Sedatives and Hypnotics","New Zealand",2022,"823053","287784",100
"Dispensings","2228","Sedatives and Hypnotics","Northland",2018,"76726","12697",100
"Dispensings","2228","Sedatives and Hypnotics","Waitemata",2018,"182488","37495",99.8
"Dispensings","2228","Sedatives and Hypnotics","Auckland",2018,"140392","32195",99.6
"Dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2018,"115454","23491",99.9
"Dispensings","2228","Sedatives and Hypnotics","Waikato",2018,"121747","22826",99.9
"Dispensings","2228","Sedatives and Hypnotics","Lakes",2018,"27145","5930",99.9
"Dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2018,"81176","16747",99.9
"Dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2018,"11585","2305",99.9
"Dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2018,"64102","11130",100
"Dispensings","2228","Sedatives and Hypnotics","Taranaki",2018,"40594","6864",99.9
"Dispensings","2228","Sedatives and Hypnotics","MidCentral",2018,"73629","10932",100
"Dispensings","2228","Sedatives and Hypnotics","Whanganui",2018,"37085","5097",99.9
"Dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2018,"76569","18714",99.8
"Dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2018,"44810","7915",99.9
"Dispensings","2228","Sedatives and Hypnotics","Wairarapa",2018,"21393","3552",100
"Dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2018,"54407","11426",99.9
"Dispensings","2228","Sedatives and Hypnotics","West Coast",2018,"11564","2035",100
"Dispensings","2228","Sedatives and Hypnotics","Canterbury",2018,"183891","36294",99.9
"Dispensings","2228","Sedatives and Hypnotics","South Canterbury",2018,"18920","3381",100
"Dispensings","2228","Sedatives and Hypnotics","Southern",2018,"100355","19784",99.9
"Dispensings","2228","Sedatives and Hypnotics","New Zealand",2018,"1484032","285769",99.9
"Dispensings","2228","Sedatives and Hypnotics","Northland",2019,"76205","12577",100
"Dispensings","2228","Sedatives and Hypnotics","Waitemata",2019,"190968","38725",99.9
"Dispensings","2228","Sedatives and Hypnotics","Auckland",2019,"145601","33014",99.7
"Dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2019,"114800","23918",99.9
"Dispensings","2228","Sedatives and Hypnotics","Waikato",2019,"120488","23139",99.9
"Dispensings","2228","Sedatives and Hypnotics","Lakes",2019,"27753","6072",99.9
"Dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2019,"83785","17373",100
"Dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2019,"10486","2270",100
"Dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2019,"64203","11254",100
"Dispensings","2228","Sedatives and Hypnotics","Taranaki",2019,"39514","6854",99.9
"Dispensings","2228","Sedatives and Hypnotics","MidCentral",2019,"75759","11163",100
"Dispensings","2228","Sedatives and Hypnotics","Whanganui",2019,"38246","5022",100
"Dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2019,"77191","18813",99.8
"Dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2019,"46437","8131",99.9
"Dispensings","2228","Sedatives and Hypnotics","Wairarapa",2019,"22601","3638",100
"Dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2019,"55359","11616",99.9
"Dispensings","2228","Sedatives and Hypnotics","West Coast",2019,"11561","2046",100
"Dispensings","2228","Sedatives and Hypnotics","Canterbury",2019,"187411","37164",99.9
"Dispensings","2228","Sedatives and Hypnotics","South Canterbury",2019,"19454","3492",100
"Dispensings","2228","Sedatives and Hypnotics","Southern",2019,"101911","20430",99.9
"Dispensings","2228","Sedatives and Hypnotics","New Zealand",2019,"1509733","291686",99.9
"Dispensings","2228","Sedatives and Hypnotics","Northland",2020,"78639","12139",100
"Dispensings","2228","Sedatives and Hypnotics","Waitemata",2020,"199092","35789",99.9
"Dispensings","2228","Sedatives and Hypnotics","Auckland",2020,"150160","29395",99.9
"Dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2020,"123720","23106",99.9
"Dispensings","2228","Sedatives and Hypnotics","Waikato",2020,"125067","22297",100
"Dispensings","2228","Sedatives and Hypnotics","Lakes",2020,"28152","5601",100
"Dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2020,"88139","16404",100
"Dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2020,"9763","2083",99.9
"Dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2020,"67608","10599",100
"Dispensings","2228","Sedatives and Hypnotics","Taranaki",2020,"39221","6413",99.9
"Dispensings","2228","Sedatives and Hypnotics","MidCentral",2020,"76792","10806",100
"Dispensings","2228","Sedatives and Hypnotics","Whanganui",2020,"41333","5035",100
"Dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2020,"77322","16932",99.9
"Dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2020,"45578","7706",99.9
"Dispensings","2228","Sedatives and Hypnotics","Wairarapa",2020,"22856","3503",100
"Dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2020,"56594","10891",100
"Dispensings","2228","Sedatives and Hypnotics","West Coast",2020,"12226","1967",100
"Dispensings","2228","Sedatives and Hypnotics","Canterbury",2020,"192734","35276",100
"Dispensings","2228","Sedatives and Hypnotics","South Canterbury",2020,"18727","3283",100
"Dispensings","2228","Sedatives and Hypnotics","Southern",2020,"102516","19133",100
"Dispensings","2228","Sedatives and Hypnotics","New Zealand",2020,"1556239","273213",99.9
"Dispensings","2228","Sedatives and Hypnotics","Northland",2021,"80908","12223",100
"Dispensings","2228","Sedatives and Hypnotics","Waitemata",2021,"212308","36590",99.9
"Dispensings","2228","Sedatives and Hypnotics","Auckland",2021,"153814","29243",99.9
"Dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2021,"128081","23095",100
"Dispensings","2228","Sedatives and Hypnotics","Waikato",2021,"130749","22726",100
"Dispensings","2228","Sedatives and Hypnotics","Lakes",2021,"29003","5616",99.9
"Dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2021,"97742","16898",100
"Dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2021,"10002","2112",100
"Dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2021,"70025","10799",100
"Dispensings","2228","Sedatives and Hypnotics","Taranaki",2021,"41915","6415",100
"Dispensings","2228","Sedatives and Hypnotics","MidCentral",2021,"78342","10900",100
"Dispensings","2228","Sedatives and Hypnotics","Whanganui",2021,"41373","5129",100
"Dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2021,"76567","16764",99.9
"Dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2021,"45516","7686",100
"Dispensings","2228","Sedatives and Hypnotics","Wairarapa",2021,"24307","3523",100
"Dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2021,"58131","10983",100
"Dispensings","2228","Sedatives and Hypnotics","West Coast",2021,"12892","2075",100
"Dispensings","2228","Sedatives and Hypnotics","Canterbury",2021,"200757","36089",100
"Dispensings","2228","Sedatives and Hypnotics","South Canterbury",2021,"18483","3288",100
"Dispensings","2228","Sedatives and Hypnotics","Southern",2021,"103547","19237",100
"Dispensings","2228","Sedatives and Hypnotics","New Zealand",2021,"1614462","275977",100
"Dispensings","2228","Sedatives and Hypnotics","Northland",2022,"81525","12640",100
"Dispensings","2228","Sedatives and Hypnotics","Waitemata",2022,"219310","39113",100
"Dispensings","2228","Sedatives and Hypnotics","Auckland",2022,"163992","32805",99.9
"Dispensings","2228","Sedatives and Hypnotics","Counties Manukau",2022,"139710","24033",100
"Dispensings","2228","Sedatives and Hypnotics","Waikato",2022,"135713","23903",100
"Dispensings","2228","Sedatives and Hypnotics","Lakes",2022,"29204","5852",100
"Dispensings","2228","Sedatives and Hypnotics","Bay of Plenty",2022,"99523","17730",100
"Dispensings","2228","Sedatives and Hypnotics","Tairawhiti",2022,"10725","2165",100
"Dispensings","2228","Sedatives and Hypnotics","Hawke's Bay",2022,"71544","11133",100
"Dispensings","2228","Sedatives and Hypnotics","Taranaki",2022,"42333","6472",100
"Dispensings","2228","Sedatives and Hypnotics","MidCentral",2022,"80893","11140",100
"Dispensings","2228","Sedatives and Hypnotics","Whanganui",2022,"41448","5241",100
"Dispensings","2228","Sedatives and Hypnotics","Capital & Coast",2022,"76580","17397",100
"Dispensings","2228","Sedatives and Hypnotics","Hutt Valley",2022,"45676","7873",100
"Dispensings","2228","Sedatives and Hypnotics","Wairarapa",2022,"24019","3477",100
"Dispensings","2228","Sedatives and Hypnotics","Nelson Marlborough",2022,"60711","11351",100
"Dispensings","2228","Sedatives and Hypnotics","West Coast",2022,"13224","2137",100
"Dispensings","2228","Sedatives and Hypnotics","Canterbury",2022,"206745","37645",100
"Dispensings","2228","Sedatives and Hypnotics","South Canterbury",2022,"18008","3370",100
"Dispensings","2228","Sedatives and Hypnotics","Southern",2022,"106870","19639",100
"Dispensings","2228","Sedatives and Hypnotics","New Zealand",2022,"1667753","289801",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Northland",2018,"962","312",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2018,"3244","1056",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2018,"2830","987",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2018,"2149","754",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2018,"2149","721",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2018,"408","152",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2018,"1205","418",99.3
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2018,"157","54",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2018,"961","319",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2018,"600","195",99.5
"Initial dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2018,"792","249",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2018,"221","80",99.5
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2018,"1690","554",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2018,"562","189",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2018,"248","79",99.6
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2018,"786","249",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2018,"206","63",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Canterbury",2018,"4910","1686",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","South Canterbury",2018,"247","87",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Southern",2018,"1634","536",99.6
"Initial dispensings","1410","Sex Hormones Non Contraceptive","New Zealand",2018,"25961","8461",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Northland",2019,"994","327",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waitemata",2019,"3278","1060",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Auckland",2019,"2962","1028",99.7
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Counties Manukau",2019,"2241","752",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Waikato",2019,"2341","803",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Lakes",2019,"473","170",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Bay of Plenty",2019,"1262","428",99.6
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Tairawhiti",2019,"148","49",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hawke's Bay",2019,"949","306",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Taranaki",2019,"640","208",99.5
"Initial dispensings","1410","Sex Hormones Non Contraceptive","MidCentral",2019,"904","270",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Whanganui",2019,"230","71",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Capital & Coast",2019,"1859","610",99.8
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Hutt Valley",2019,"636","205",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Wairarapa",2019,"267","94",100
"Initial dispensings","1410","Sex Hormones Non Contraceptive","Nelson Marlborough",2019,"853","273",99.9
"Initial dispensings","1410","Sex Hormones Non Contraceptive","West Coast",2019,"215","67",100
