,Type,TG3ID,TherapeuticGrp3,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp3.y,TG2ID,TherapeuticGrp2,TG1ID,TherapeuticGrp1
39133,Dispensings,160307,Penicillins,MidCentral,2018,79929,50157,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39134,Dispensings,160307,Penicillins,Whanganui,2018,33650,20523,98.9,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39135,Dispensings,160307,Penicillins,Capital & Coast,2018,128967,80598,97.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39136,Dispensings,160307,Penicillins,Hutt Valley,2018,70903,42939,97.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39137,Dispensings,160307,Penicillins,Wairarapa,2018,20565,12784,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39138,Dispensings,160307,Penicillins,Nelson Marlborough,2018,55271,35492,98,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39139,Dispensings,160307,Penicillins,West Coast,2018,10896,7376,98.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39140,Dispensings,160307,Penicillins,Canterbury,2018,220650,137446,98.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39141,Dispensings,160307,Penicillins,South Canterbury,2018,24833,15677,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39142,Dispensings,160307,Penicillins,Southern,2018,122106,78623,98.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39143,Dispensings,160307,Penicillins,New Zealand,2018,2337872,1415265,98.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39144,Dispensings,160307,Penicillins,Northland,2019,87034,55119,99.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39145,Dispensings,160307,Penicillins,Waitemata,2019,282474,177406,97.9,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39146,Dispensings,160307,Penicillins,Auckland,2019,234357,144723,97.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39147,Dispensings,160307,Penicillins,Counties Manukau,2019,354991,210661,98.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39148,Dispensings,160307,Penicillins,Waikato,2019,234587,140313,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39149,Dispensings,160307,Penicillins,Lakes,2019,55571,34691,98.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39150,Dispensings,160307,Penicillins,Bay of Plenty,2019,121787,75885,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39151,Dispensings,160307,Penicillins,Tairawhiti,2019,26317,16139,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39152,Dispensings,160307,Penicillins,Hawke's Bay,2019,80177,49949,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39153,Dispensings,160307,Penicillins,Taranaki,2019,55018,34810,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39154,Dispensings,160307,Penicillins,MidCentral,2019,79268,49996,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39155,Dispensings,160307,Penicillins,Whanganui,2019,32380,19965,99.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39156,Dispensings,160307,Penicillins,Capital & Coast,2019,125929,79878,97.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39157,Dispensings,160307,Penicillins,Hutt Valley,2019,68337,42207,98.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39158,Dispensings,160307,Penicillins,Wairarapa,2019,18268,11707,98.9,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39159,Dispensings,160307,Penicillins,Nelson Marlborough,2019,53506,34715,98,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39160,Dispensings,160307,Penicillins,West Coast,2019,9914,6802,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39161,Dispensings,160307,Penicillins,Canterbury,2019,219182,138416,98.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39162,Dispensings,160307,Penicillins,South Canterbury,2019,24491,15674,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39163,Dispensings,160307,Penicillins,Southern,2019,122002,79613,98.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39164,Dispensings,160307,Penicillins,New Zealand,2019,2285590,1406283,98.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39165,Dispensings,160307,Penicillins,Northland,2020,71875,46397,99.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39166,Dispensings,160307,Penicillins,Waitemata,2020,215117,139449,97.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39167,Dispensings,160307,Penicillins,Auckland,2020,173921,111548,97.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39168,Dispensings,160307,Penicillins,Counties Manukau,2020,264484,165503,98.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39169,Dispensings,160307,Penicillins,Waikato,2020,193018,118442,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39170,Dispensings,160307,Penicillins,Lakes,2020,45921,29379,98.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39171,Dispensings,160307,Penicillins,Bay of Plenty,2020,101997,64917,99.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39172,Dispensings,160307,Penicillins,Tairawhiti,2020,22415,14103,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39173,Dispensings,160307,Penicillins,Hawke's Bay,2020,66535,42241,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39174,Dispensings,160307,Penicillins,Taranaki,2020,42715,27809,98.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39175,Dispensings,160307,Penicillins,MidCentral,2020,65465,41808,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39176,Dispensings,160307,Penicillins,Whanganui,2020,27507,17152,99.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39177,Dispensings,160307,Penicillins,Capital & Coast,2020,99809,64310,97.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39178,Dispensings,160307,Penicillins,Hutt Valley,2020,57250,35659,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39179,Dispensings,160307,Penicillins,Wairarapa,2020,16019,10148,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39180,Dispensings,160307,Penicillins,Nelson Marlborough,2020,44947,29144,98.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39181,Dispensings,160307,Penicillins,West Coast,2020,8664,5842,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39182,Dispensings,160307,Penicillins,Canterbury,2020,180276,114863,98.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39183,Dispensings,160307,Penicillins,South Canterbury,2020,19305,12517,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39184,Dispensings,160307,Penicillins,Southern,2020,98741,64121,98.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39185,Dispensings,160307,Penicillins,New Zealand,2020,1815981,1146083,98.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39186,Dispensings,160307,Penicillins,Northland,2021,75841,48407,99.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39187,Dispensings,160307,Penicillins,Waitemata,2021,223193,144244,97.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39188,Dispensings,160307,Penicillins,Auckland,2021,178420,115332,97.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39189,Dispensings,160307,Penicillins,Counties Manukau,2021,267267,167337,98.9,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39190,Dispensings,160307,Penicillins,Waikato,2021,200801,123695,99.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39191,Dispensings,160307,Penicillins,Lakes,2021,46281,29669,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39192,Dispensings,160307,Penicillins,Bay of Plenty,2021,104967,66934,99.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39193,Dispensings,160307,Penicillins,Tairawhiti,2021,23431,14583,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39194,Dispensings,160307,Penicillins,Hawke's Bay,2021,68616,43317,99.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39195,Dispensings,160307,Penicillins,Taranaki,2021,46420,30250,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39196,Dispensings,160307,Penicillins,MidCentral,2021,69013,43882,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39197,Dispensings,160307,Penicillins,Whanganui,2021,26855,16963,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39198,Dispensings,160307,Penicillins,Capital & Coast,2021,102845,66582,98.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39199,Dispensings,160307,Penicillins,Hutt Valley,2021,59808,37373,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39200,Dispensings,160307,Penicillins,Wairarapa,2021,17553,10995,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39201,Dispensings,160307,Penicillins,Nelson Marlborough,2021,48399,31541,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39202,Dispensings,160307,Penicillins,West Coast,2021,9304,6155,99.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39203,Dispensings,160307,Penicillins,Canterbury,2021,194259,123819,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39204,Dispensings,160307,Penicillins,South Canterbury,2021,20595,13421,99.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39205,Dispensings,160307,Penicillins,Southern,2021,105928,69230,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39206,Dispensings,160307,Penicillins,New Zealand,2021,1889796,1194062,98.8,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39207,Dispensings,160307,Penicillins,Northland,2022,80498,51238,99.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39208,Dispensings,160307,Penicillins,Waitemata,2022,253888,161680,98.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39209,Dispensings,160307,Penicillins,Auckland,2022,197660,126063,98.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39210,Dispensings,160307,Penicillins,Counties Manukau,2022,304821,186013,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39211,Dispensings,160307,Penicillins,Waikato,2022,222084,134632,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39212,Dispensings,160307,Penicillins,Lakes,2022,50202,31978,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39213,Dispensings,160307,Penicillins,Bay of Plenty,2022,117136,73615,99.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39214,Dispensings,160307,Penicillins,Tairawhiti,2022,22896,14525,99.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39215,Dispensings,160307,Penicillins,Hawke's Bay,2022,75107,47072,99.7,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39216,Dispensings,160307,Penicillins,Taranaki,2022,48475,31483,99.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39217,Dispensings,160307,Penicillins,MidCentral,2022,73028,46298,99.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39218,Dispensings,160307,Penicillins,Whanganui,2022,27704,17520,99.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39219,Dispensings,160307,Penicillins,Capital & Coast,2022,112079,71883,98.6,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39220,Dispensings,160307,Penicillins,Hutt Valley,2022,67063,40918,99.2,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39221,Dispensings,160307,Penicillins,Wairarapa,2022,19536,12207,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39222,Dispensings,160307,Penicillins,Nelson Marlborough,2022,49751,32857,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39223,Dispensings,160307,Penicillins,West Coast,2022,9869,6567,99.4,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39224,Dispensings,160307,Penicillins,Canterbury,2022,214710,136150,99.3,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39225,Dispensings,160307,Penicillins,South Canterbury,2022,22263,14573,99.5,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39226,Dispensings,160307,Penicillins,Southern,2022,119252,77382,99,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
39227,Dispensings,160307,Penicillins,New Zealand,2022,2088022,1304091,99.1,Penicillins,1603,Antibacterials,16,Infections - Agents for Systemic Use
41468,Initial dispensings,162005,Protease Inhibitors,Northland,2018,122,19,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41469,Initial dispensings,162005,Protease Inhibitors,Waitemata,2018,429,63,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41470,Initial dispensings,162005,Protease Inhibitors,Auckland,2018,949,148,99.9,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41471,Initial dispensings,162005,Protease Inhibitors,Counties Manukau,2018,389,58,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41472,Initial dispensings,162005,Protease Inhibitors,Waikato,2018,104,18,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41473,Initial dispensings,162005,Protease Inhibitors,Lakes,2018,54,8,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41474,Initial dispensings,162005,Protease Inhibitors,Bay of Plenty,2018,84,13,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41475,Initial dispensings,162005,Protease Inhibitors,Tairawhiti,2018,8,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41476,Initial dispensings,162005,Protease Inhibitors,Hawke's Bay,2018,29,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41477,Initial dispensings,162005,Protease Inhibitors,Taranaki,2018,55,8,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41478,Initial dispensings,162005,Protease Inhibitors,MidCentral,2018,33,6,97,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41479,Initial dispensings,162005,Protease Inhibitors,Whanganui,2018,28,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41480,Initial dispensings,162005,Protease Inhibitors,Capital & Coast,2018,185,32,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41481,Initial dispensings,162005,Protease Inhibitors,Hutt Valley,2018,79,15,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41482,Initial dispensings,162005,Protease Inhibitors,Wairarapa,2018,22,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41483,Initial dispensings,162005,Protease Inhibitors,Nelson Marlborough,2018,57,11,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41484,Initial dispensings,162005,Protease Inhibitors,West Coast,2018,13,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41485,Initial dispensings,162005,Protease Inhibitors,Canterbury,2018,349,60,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41486,Initial dispensings,162005,Protease Inhibitors,South Canterbury,2018,44,7,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41487,Initial dispensings,162005,Protease Inhibitors,Southern,2018,121,24,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41488,Initial dispensings,162005,Protease Inhibitors,New Zealand,2018,3154,472,99.9,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41489,Initial dispensings,162005,Protease Inhibitors,Northland,2019,116,18,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41490,Initial dispensings,162005,Protease Inhibitors,Waitemata,2019,390,58,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41491,Initial dispensings,162005,Protease Inhibitors,Auckland,2019,920,139,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41492,Initial dispensings,162005,Protease Inhibitors,Counties Manukau,2019,375,55,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41493,Initial dispensings,162005,Protease Inhibitors,Waikato,2019,88,12,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41494,Initial dispensings,162005,Protease Inhibitors,Lakes,2019,40,7,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41495,Initial dispensings,162005,Protease Inhibitors,Bay of Plenty,2019,79,11,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41496,Initial dispensings,162005,Protease Inhibitors,Tairawhiti,2019,7,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41497,Initial dispensings,162005,Protease Inhibitors,Hawke's Bay,2019,22,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41498,Initial dispensings,162005,Protease Inhibitors,Taranaki,2019,46,6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41499,Initial dispensings,162005,Protease Inhibitors,MidCentral,2019,29,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41500,Initial dispensings,162005,Protease Inhibitors,Whanganui,2019,27,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41501,Initial dispensings,162005,Protease Inhibitors,Capital & Coast,2019,170,31,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41502,Initial dispensings,162005,Protease Inhibitors,Hutt Valley,2019,65,12,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41503,Initial dispensings,162005,Protease Inhibitors,Wairarapa,2019,8,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41504,Initial dispensings,162005,Protease Inhibitors,Nelson Marlborough,2019,56,8,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41505,Initial dispensings,162005,Protease Inhibitors,West Coast,2019,12,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41506,Initial dispensings,162005,Protease Inhibitors,Canterbury,2019,301,52,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41507,Initial dispensings,162005,Protease Inhibitors,South Canterbury,2019,43,7,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41508,Initial dispensings,162005,Protease Inhibitors,Southern,2019,117,22,95.7,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41509,Initial dispensings,162005,Protease Inhibitors,New Zealand,2019,2911,430,99.8,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41510,Initial dispensings,162005,Protease Inhibitors,Northland,2020,101,16,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41511,Initial dispensings,162005,Protease Inhibitors,Waitemata,2020,389,55,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41512,Initial dispensings,162005,Protease Inhibitors,Auckland,2020,944,135,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41513,Initial dispensings,162005,Protease Inhibitors,Counties Manukau,2020,290,43,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41514,Initial dispensings,162005,Protease Inhibitors,Waikato,2020,73,11,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41515,Initial dispensings,162005,Protease Inhibitors,Lakes,2020,24,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41516,Initial dispensings,162005,Protease Inhibitors,Bay of Plenty,2020,67,10,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41517,Initial dispensings,162005,Protease Inhibitors,Tairawhiti,2020,6,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41518,Initial dispensings,162005,Protease Inhibitors,Hawke's Bay,2020,24,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41519,Initial dispensings,162005,Protease Inhibitors,Taranaki,2020,34,7,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41520,Initial dispensings,162005,Protease Inhibitors,MidCentral,2020,28,<6,92.9,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41521,Initial dispensings,162005,Protease Inhibitors,Whanganui,2020,32,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41522,Initial dispensings,162005,Protease Inhibitors,Capital & Coast,2020,101,22,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41523,Initial dispensings,162005,Protease Inhibitors,Hutt Valley,2020,48,10,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41524,Initial dispensings,162005,Protease Inhibitors,Wairarapa,2020,10,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41525,Initial dispensings,162005,Protease Inhibitors,Nelson Marlborough,2020,52,8,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41526,Initial dispensings,162005,Protease Inhibitors,West Coast,2020,12,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41527,Initial dispensings,162005,Protease Inhibitors,Canterbury,2020,278,44,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41528,Initial dispensings,162005,Protease Inhibitors,South Canterbury,2020,18,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41529,Initial dispensings,162005,Protease Inhibitors,Southern,2020,97,17,97.9,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41530,Initial dispensings,162005,Protease Inhibitors,New Zealand,2020,2628,386,99.8,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41531,Initial dispensings,162005,Protease Inhibitors,Northland,2021,108,17,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41532,Initial dispensings,162005,Protease Inhibitors,Waitemata,2021,376,59,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41533,Initial dispensings,162005,Protease Inhibitors,Auckland,2021,883,129,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41534,Initial dispensings,162005,Protease Inhibitors,Counties Manukau,2021,302,44,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41535,Initial dispensings,162005,Protease Inhibitors,Waikato,2021,54,9,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41536,Initial dispensings,162005,Protease Inhibitors,Lakes,2021,<6,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41537,Initial dispensings,162005,Protease Inhibitors,Bay of Plenty,2021,62,11,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41538,Initial dispensings,162005,Protease Inhibitors,Tairawhiti,2021,13,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41539,Initial dispensings,162005,Protease Inhibitors,Hawke's Bay,2021,22,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41540,Initial dispensings,162005,Protease Inhibitors,Taranaki,2021,28,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41541,Initial dispensings,162005,Protease Inhibitors,MidCentral,2021,22,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41542,Initial dispensings,162005,Protease Inhibitors,Whanganui,2021,26,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41543,Initial dispensings,162005,Protease Inhibitors,Capital & Coast,2021,95,18,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41544,Initial dispensings,162005,Protease Inhibitors,Hutt Valley,2021,43,9,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41545,Initial dispensings,162005,Protease Inhibitors,Wairarapa,2021,12,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41546,Initial dispensings,162005,Protease Inhibitors,Nelson Marlborough,2021,44,8,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41547,Initial dispensings,162005,Protease Inhibitors,West Coast,2021,11,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41548,Initial dispensings,162005,Protease Inhibitors,Canterbury,2021,243,40,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41549,Initial dispensings,162005,Protease Inhibitors,South Canterbury,2021,17,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41550,Initial dispensings,162005,Protease Inhibitors,Southern,2021,85,14,98.8,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41551,Initial dispensings,162005,Protease Inhibitors,New Zealand,2021,2450,359,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41552,Initial dispensings,162005,Protease Inhibitors,Northland,2022,109,18,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41553,Initial dispensings,162005,Protease Inhibitors,Waitemata,2022,316,57,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41554,Initial dispensings,162005,Protease Inhibitors,Auckland,2022,799,118,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41555,Initial dispensings,162005,Protease Inhibitors,Counties Manukau,2022,288,47,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41556,Initial dispensings,162005,Protease Inhibitors,Waikato,2022,51,7,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41557,Initial dispensings,162005,Protease Inhibitors,Lakes,2022,<6,<6,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
41558,Initial dispensings,162005,Protease Inhibitors,Bay of Plenty,2022,70,11,100,Protease Inhibitors,1620,Antiretrovirals,16,Infections - Agents for Systemic Use
