,Type,TG2ID,TherapeuticGrp2.x,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp2.y,TG1ID,TherapeuticGrp1,,DHB_names
14886,Initial dispensings,1622,Immune Modulators,Bay of Plenty,2020,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14887,Initial dispensings,1622,Immune Modulators,Tairawhiti,2020,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14888,Initial dispensings,1622,Immune Modulators,Hawke's Bay,2020,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14889,Initial dispensings,1622,Immune Modulators,Taranaki,2020,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
14890,Initial dispensings,1622,Immune Modulators,MidCentral,2020,13,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14891,Initial dispensings,1622,Immune Modulators,Whanganui,2020,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Whanganui
14892,Initial dispensings,1622,Immune Modulators,Capital & Coast,2020,28,10,96.4,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14893,Initial dispensings,1622,Immune Modulators,Hutt Valley,2020,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14894,Initial dispensings,1622,Immune Modulators,Wairarapa,2020,11,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14895,Initial dispensings,1622,Immune Modulators,West Coast,2020,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
14896,Initial dispensings,1622,Immune Modulators,Canterbury,2020,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14897,Initial dispensings,1622,Immune Modulators,South Canterbury,2020,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,South Canterbury
14898,Initial dispensings,1622,Immune Modulators,Southern,2020,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14899,Initial dispensings,1622,Immune Modulators,New Zealand,2020,215,70,99.5,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14900,Initial dispensings,1622,Immune Modulators,Northland,2021,33,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14901,Initial dispensings,1622,Immune Modulators,Waitemata,2021,28,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14902,Initial dispensings,1622,Immune Modulators,Auckland,2021,27,8,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
14903,Initial dispensings,1622,Immune Modulators,Counties Manukau,2021,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14904,Initial dispensings,1622,Immune Modulators,Waikato,2021,65,22,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14905,Initial dispensings,1622,Immune Modulators,Lakes,2021,18,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14906,Initial dispensings,1622,Immune Modulators,Bay of Plenty,2021,26,11,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14907,Initial dispensings,1622,Immune Modulators,Tairawhiti,2021,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14908,Initial dispensings,1622,Immune Modulators,Hawke's Bay,2021,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14909,Initial dispensings,1622,Immune Modulators,Taranaki,2021,14,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
14910,Initial dispensings,1622,Immune Modulators,MidCentral,2021,16,8,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14911,Initial dispensings,1622,Immune Modulators,Capital & Coast,2021,30,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14912,Initial dispensings,1622,Immune Modulators,Hutt Valley,2021,14,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14913,Initial dispensings,1622,Immune Modulators,Wairarapa,2021,12,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14914,Initial dispensings,1622,Immune Modulators,West Coast,2021,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
14915,Initial dispensings,1622,Immune Modulators,Canterbury,2021,14,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14916,Initial dispensings,1622,Immune Modulators,Southern,2021,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14917,Initial dispensings,1622,Immune Modulators,New Zealand,2021,323,115,100,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14918,Initial dispensings,1622,Immune Modulators,Northland,2022,31,10,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14919,Initial dispensings,1622,Immune Modulators,Waitemata,2022,29,11,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14920,Initial dispensings,1622,Immune Modulators,Auckland,2022,33,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
14921,Initial dispensings,1622,Immune Modulators,Counties Manukau,2022,29,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14922,Initial dispensings,1622,Immune Modulators,Waikato,2022,78,25,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14923,Initial dispensings,1622,Immune Modulators,Lakes,2022,26,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14924,Initial dispensings,1622,Immune Modulators,Bay of Plenty,2022,49,17,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14925,Initial dispensings,1622,Immune Modulators,Tairawhiti,2022,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14926,Initial dispensings,1622,Immune Modulators,Hawke's Bay,2022,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14927,Initial dispensings,1622,Immune Modulators,Taranaki,2022,15,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
14928,Initial dispensings,1622,Immune Modulators,MidCentral,2022,28,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14929,Initial dispensings,1622,Immune Modulators,Whanganui,2022,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Whanganui
14930,Initial dispensings,1622,Immune Modulators,Capital & Coast,2022,26,11,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14931,Initial dispensings,1622,Immune Modulators,Hutt Valley,2022,16,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14932,Initial dispensings,1622,Immune Modulators,Wairarapa,2022,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14933,Initial dispensings,1622,Immune Modulators,Nelson Marlborough,2022,12,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Nelson Marlborough
14934,Initial dispensings,1622,Immune Modulators,West Coast,2022,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
14935,Initial dispensings,1622,Immune Modulators,Canterbury,2022,24,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14936,Initial dispensings,1622,Immune Modulators,South Canterbury,2022,16,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,South Canterbury
14937,Initial dispensings,1622,Immune Modulators,Southern,2022,15,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14938,Initial dispensings,1622,Immune Modulators,New Zealand,2022,456,147,100,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14939,Dispensings,1622,Immune Modulators,Northland,2018,19,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14940,Dispensings,1622,Immune Modulators,Waitemata,2018,27,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14941,Dispensings,1622,Immune Modulators,Auckland,2018,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
14942,Dispensings,1622,Immune Modulators,Counties Manukau,2018,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14943,Dispensings,1622,Immune Modulators,Waikato,2018,47,7,97.9,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14944,Dispensings,1622,Immune Modulators,Lakes,2018,47,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14945,Dispensings,1622,Immune Modulators,Bay of Plenty,2018,23,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14946,Dispensings,1622,Immune Modulators,Tairawhiti,2018,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14947,Dispensings,1622,Immune Modulators,Hawke's Bay,2018,29,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14948,Dispensings,1622,Immune Modulators,MidCentral,2018,27,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14949,Dispensings,1622,Immune Modulators,Capital & Coast,2018,42,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14950,Dispensings,1622,Immune Modulators,Hutt Valley,2018,29,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14951,Dispensings,1622,Immune Modulators,Wairarapa,2018,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14952,Dispensings,1622,Immune Modulators,Nelson Marlborough,2018,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Nelson Marlborough
14953,Dispensings,1622,Immune Modulators,Canterbury,2018,12,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14954,Dispensings,1622,Immune Modulators,Southern,2018,6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14955,Dispensings,1622,Immune Modulators,New Zealand,2018,341,50,99.7,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14956,Dispensings,1622,Immune Modulators,Northland,2019,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14957,Dispensings,1622,Immune Modulators,Waitemata,2019,15,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14958,Dispensings,1622,Immune Modulators,Auckland,2019,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
14959,Dispensings,1622,Immune Modulators,Counties Manukau,2019,21,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14960,Dispensings,1622,Immune Modulators,Waikato,2019,47,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14961,Dispensings,1622,Immune Modulators,Lakes,2019,29,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14962,Dispensings,1622,Immune Modulators,Bay of Plenty,2019,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14963,Dispensings,1622,Immune Modulators,Tairawhiti,2019,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14964,Dispensings,1622,Immune Modulators,Hawke's Bay,2019,23,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14965,Dispensings,1622,Immune Modulators,MidCentral,2019,29,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14966,Dispensings,1622,Immune Modulators,Whanganui,2019,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Whanganui
14967,Dispensings,1622,Immune Modulators,Capital & Coast,2019,44,7,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14968,Dispensings,1622,Immune Modulators,Hutt Valley,2019,23,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14969,Dispensings,1622,Immune Modulators,Wairarapa,2019,16,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14970,Dispensings,1622,Immune Modulators,West Coast,2019,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
14971,Dispensings,1622,Immune Modulators,Canterbury,2019,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14972,Dispensings,1622,Immune Modulators,Southern,2019,13,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14973,Dispensings,1622,Immune Modulators,New Zealand,2019,302,51,100,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14974,Dispensings,1622,Immune Modulators,Northland,2020,11,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14975,Dispensings,1622,Immune Modulators,Waitemata,2020,56,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14976,Dispensings,1622,Immune Modulators,Counties Manukau,2020,14,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14977,Dispensings,1622,Immune Modulators,Waikato,2020,72,17,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14978,Dispensings,1622,Immune Modulators,Lakes,2020,30,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14979,Dispensings,1622,Immune Modulators,Bay of Plenty,2020,9,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
14980,Dispensings,1622,Immune Modulators,Tairawhiti,2020,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
14981,Dispensings,1622,Immune Modulators,Hawke's Bay,2020,19,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
14982,Dispensings,1622,Immune Modulators,Taranaki,2020,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
14983,Dispensings,1622,Immune Modulators,MidCentral,2020,31,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
14984,Dispensings,1622,Immune Modulators,Whanganui,2020,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Whanganui
14985,Dispensings,1622,Immune Modulators,Capital & Coast,2020,59,10,98.3,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
14986,Dispensings,1622,Immune Modulators,Hutt Valley,2020,20,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
14987,Dispensings,1622,Immune Modulators,Wairarapa,2020,30,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
14988,Dispensings,1622,Immune Modulators,West Coast,2020,12,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
14989,Dispensings,1622,Immune Modulators,Canterbury,2020,20,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
14990,Dispensings,1622,Immune Modulators,South Canterbury,2020,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,South Canterbury
14991,Dispensings,1622,Immune Modulators,Southern,2020,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
14992,Dispensings,1622,Immune Modulators,New Zealand,2020,414,72,99.8,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
14993,Dispensings,1622,Immune Modulators,Northland,2021,44,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
14994,Dispensings,1622,Immune Modulators,Waitemata,2021,67,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
14995,Dispensings,1622,Immune Modulators,Auckland,2021,46,8,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
14996,Dispensings,1622,Immune Modulators,Counties Manukau,2021,16,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
14997,Dispensings,1622,Immune Modulators,Waikato,2021,136,22,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
14998,Dispensings,1622,Immune Modulators,Lakes,2021,36,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
14999,Dispensings,1622,Immune Modulators,Bay of Plenty,2021,53,11,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
15000,Dispensings,1622,Immune Modulators,Tairawhiti,2021,8,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
15001,Dispensings,1622,Immune Modulators,Hawke's Bay,2021,25,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
15002,Dispensings,1622,Immune Modulators,Taranaki,2021,31,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
15003,Dispensings,1622,Immune Modulators,MidCentral,2021,39,8,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
15004,Dispensings,1622,Immune Modulators,Capital & Coast,2021,70,13,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
15005,Dispensings,1622,Immune Modulators,Hutt Valley,2021,37,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
15006,Dispensings,1622,Immune Modulators,Wairarapa,2021,33,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
15007,Dispensings,1622,Immune Modulators,West Coast,2021,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
15008,Dispensings,1622,Immune Modulators,Canterbury,2021,26,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
15009,Dispensings,1622,Immune Modulators,Southern,2021,12,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
15010,Dispensings,1622,Immune Modulators,New Zealand,2021,683,117,100,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
15011,Dispensings,1622,Immune Modulators,Northland,2022,56,10,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Northland
15012,Dispensings,1622,Immune Modulators,Waitemata,2022,49,13,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waitemata
15013,Dispensings,1622,Immune Modulators,Auckland,2022,63,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Auckland
15014,Dispensings,1622,Immune Modulators,Counties Manukau,2022,47,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Counties Manukau
15015,Dispensings,1622,Immune Modulators,Waikato,2022,167,25,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Waikato
15016,Dispensings,1622,Immune Modulators,Lakes,2022,60,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Lakes
15017,Dispensings,1622,Immune Modulators,Bay of Plenty,2022,90,17,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Bay of Plenty
15018,Dispensings,1622,Immune Modulators,Tairawhiti,2022,10,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Tairawhiti
15019,Dispensings,1622,Immune Modulators,Hawke's Bay,2022,24,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hawke's Bay
15020,Dispensings,1622,Immune Modulators,Taranaki,2022,42,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Taranaki
15021,Dispensings,1622,Immune Modulators,MidCentral,2022,63,9,100,Immune Modulators,16,Infections - Agents for Systemic Use,,MidCentral
15022,Dispensings,1622,Immune Modulators,Whanganui,2022,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Whanganui
15023,Dispensings,1622,Immune Modulators,Capital & Coast,2022,59,12,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Capital and Coast
15024,Dispensings,1622,Immune Modulators,Hutt Valley,2022,44,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Hutt Valley
15025,Dispensings,1622,Immune Modulators,Wairarapa,2022,25,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Wairarapa
15026,Dispensings,1622,Immune Modulators,Nelson Marlborough,2022,17,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Nelson Marlborough
15027,Dispensings,1622,Immune Modulators,West Coast,2022,<6,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,West Coast
15028,Dispensings,1622,Immune Modulators,Canterbury,2022,59,6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Canterbury
15029,Dispensings,1622,Immune Modulators,South Canterbury,2022,33,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,South Canterbury
15030,Dispensings,1622,Immune Modulators,Southern,2022,27,<6,100,Immune Modulators,16,Infections - Agents for Systemic Use,,Southern
15031,Dispensings,1622,Immune Modulators,New Zealand,2022,940,150,100,Immune Modulators,16,Infections - Agents for Systemic Use,,New Zealand
23726,Initial dispensings,1623,Urinary Tract Infections,Northland,2018,4309,2907,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Northland
23727,Initial dispensings,1623,Urinary Tract Infections,Waitemata,2018,14023,9789,99.4,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waitemata
23728,Initial dispensings,1623,Urinary Tract Infections,Auckland,2018,11439,8313,99.2,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Auckland
23729,Initial dispensings,1623,Urinary Tract Infections,Counties Manukau,2018,11489,8192,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Counties Manukau
23730,Initial dispensings,1623,Urinary Tract Infections,Waikato,2018,7791,5049,99.7,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waikato
23731,Initial dispensings,1623,Urinary Tract Infections,Lakes,2018,2195,1495,99.2,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Lakes
23732,Initial dispensings,1623,Urinary Tract Infections,Bay of Plenty,2018,4080,2713,99.9,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Bay of Plenty
23733,Initial dispensings,1623,Urinary Tract Infections,Tairawhiti,2018,1308,824,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Tairawhiti
23734,Initial dispensings,1623,Urinary Tract Infections,Hawke's Bay,2018,3288,2071,99.9,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Hawke's Bay
23735,Initial dispensings,1623,Urinary Tract Infections,Taranaki,2018,2982,1898,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Taranaki
23736,Initial dispensings,1623,Urinary Tract Infections,MidCentral,2018,5591,3641,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,MidCentral
23737,Initial dispensings,1623,Urinary Tract Infections,Whanganui,2018,1635,1092,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Whanganui
23738,Initial dispensings,1623,Urinary Tract Infections,Capital & Coast,2018,8378,5839,99.3,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Capital and Coast
23739,Initial dispensings,1623,Urinary Tract Infections,Hutt Valley,2018,4773,3198,99.3,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Hutt Valley
23740,Initial dispensings,1623,Urinary Tract Infections,Wairarapa,2018,1270,815,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Wairarapa
23741,Initial dispensings,1623,Urinary Tract Infections,Nelson Marlborough,2018,2487,1642,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Nelson Marlborough
23742,Initial dispensings,1623,Urinary Tract Infections,West Coast,2018,689,420,99.9,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,West Coast
23743,Initial dispensings,1623,Urinary Tract Infections,Canterbury,2018,11732,7578,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Canterbury
23744,Initial dispensings,1623,Urinary Tract Infections,South Canterbury,2018,1620,1046,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,South Canterbury
23745,Initial dispensings,1623,Urinary Tract Infections,Southern,2018,5751,3789,99.4,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Southern
23746,Initial dispensings,1623,Urinary Tract Infections,New Zealand,2018,106830,71963,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,New Zealand
23747,Initial dispensings,1623,Urinary Tract Infections,Northland,2019,4845,3288,99.9,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Northland
23748,Initial dispensings,1623,Urinary Tract Infections,Waitemata,2019,14685,10477,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waitemata
23749,Initial dispensings,1623,Urinary Tract Infections,Auckland,2019,12108,8801,99.4,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Auckland
23750,Initial dispensings,1623,Urinary Tract Infections,Counties Manukau,2019,11745,8591,99.7,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Counties Manukau
23751,Initial dispensings,1623,Urinary Tract Infections,Waikato,2019,8800,6001,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waikato
23752,Initial dispensings,1623,Urinary Tract Infections,Lakes,2019,2336,1563,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Lakes
23753,Initial dispensings,1623,Urinary Tract Infections,Bay of Plenty,2019,5078,3431,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Bay of Plenty
23754,Initial dispensings,1623,Urinary Tract Infections,Tairawhiti,2019,1260,847,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Tairawhiti
23755,Initial dispensings,1623,Urinary Tract Infections,Hawke's Bay,2019,3739,2422,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Hawke's Bay
23756,Initial dispensings,1623,Urinary Tract Infections,Taranaki,2019,2970,1954,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Taranaki
23757,Initial dispensings,1623,Urinary Tract Infections,MidCentral,2019,5961,4008,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,MidCentral
23758,Initial dispensings,1623,Urinary Tract Infections,Whanganui,2019,1841,1241,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Whanganui
23759,Initial dispensings,1623,Urinary Tract Infections,Capital & Coast,2019,10489,7473,99.2,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Capital and Coast
23760,Initial dispensings,1623,Urinary Tract Infections,Hutt Valley,2019,5130,3486,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Hutt Valley
23761,Initial dispensings,1623,Urinary Tract Infections,Wairarapa,2019,1585,1048,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Wairarapa
23762,Initial dispensings,1623,Urinary Tract Infections,Nelson Marlborough,2019,4547,3270,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Nelson Marlborough
23763,Initial dispensings,1623,Urinary Tract Infections,West Coast,2019,727,485,99.9,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,West Coast
23764,Initial dispensings,1623,Urinary Tract Infections,Canterbury,2019,13676,9064,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Canterbury
23765,Initial dispensings,1623,Urinary Tract Infections,South Canterbury,2019,1822,1184,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,South Canterbury
23766,Initial dispensings,1623,Urinary Tract Infections,Southern,2019,8867,6363,99.5,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Southern
23767,Initial dispensings,1623,Urinary Tract Infections,New Zealand,2019,122211,84583,99.6,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,New Zealand
23768,Initial dispensings,1623,Urinary Tract Infections,Northland,2020,6095,3937,100,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Northland
23769,Initial dispensings,1623,Urinary Tract Infections,Waitemata,2020,17922,12147,99.7,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waitemata
23770,Initial dispensings,1623,Urinary Tract Infections,Auckland,2020,13540,9614,99.7,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Auckland
23771,Initial dispensings,1623,Urinary Tract Infections,Counties Manukau,2020,14373,10247,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Counties Manukau
23772,Initial dispensings,1623,Urinary Tract Infections,Waikato,2020,10691,7197,99.8,Urinary Tract Infections,16,Infections - Agents for Systemic Use,,Waikato
