"","Type","TG3ID","TherapeuticGrp3","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"39090","Initial dispensings",160307,"Penicillins","Taranaki",2021,"45572","30232",99
"39091","Initial dispensings",160307,"Penicillins","MidCentral",2021,"67735","43859",99.1
"39092","Initial dispensings",160307,"Penicillins","Whanganui",2021,"26389","16956",99.5
"39093","Initial dispensings",160307,"Penicillins","Capital & Coast",2021,"101341","66560",98.3
"39094","Initial dispensings",160307,"Penicillins","Hutt Valley",2021,"58480","37362",99
"39095","Initial dispensings",160307,"Penicillins","Wairarapa",2021,"17127","10987",99.1
"39096","Initial dispensings",160307,"Penicillins","Nelson Marlborough",2021,"47457","31529",98.7
"39097","Initial dispensings",160307,"Penicillins","West Coast",2021,"9178","6153",99.3
"39098","Initial dispensings",160307,"Penicillins","Canterbury",2021,"189613","123783",99.1
"39099","Initial dispensings",160307,"Penicillins","South Canterbury",2021,"20186","13416",99.3
"39100","Initial dispensings",160307,"Penicillins","Southern",2021,"103108","69204",98.8
"39101","Initial dispensings",160307,"Penicillins","New Zealand",2021,"1856536","1193743",98.8
"39102","Initial dispensings",160307,"Penicillins","Northland",2022,"79458","51231",99.7
"39103","Initial dispensings",160307,"Penicillins","Waitemata",2022,"250247","161655",98.4
"39104","Initial dispensings",160307,"Penicillins","Auckland",2022,"195278","126036",98.3
"39105","Initial dispensings",160307,"Penicillins","Counties Manukau",2022,"300776","185966",99.1
"39106","Initial dispensings",160307,"Penicillins","Waikato",2022,"218455","134599",99.5
"39107","Initial dispensings",160307,"Penicillins","Lakes",2022,"49593","31973",99.1
"39108","Initial dispensings",160307,"Penicillins","Bay of Plenty",2022,"114953","73586",99.4
"39109","Initial dispensings",160307,"Penicillins","Tairawhiti",2022,"22663","14520",99.4
"39110","Initial dispensings",160307,"Penicillins","Hawke's Bay",2022,"73645","47065",99.7
"39111","Initial dispensings",160307,"Penicillins","Taranaki",2022,"47603","31477",99.3
"39112","Initial dispensings",160307,"Penicillins","MidCentral",2022,"71718","46288",99.2
"39113","Initial dispensings",160307,"Penicillins","Whanganui",2022,"27193","17516",99.6
"39114","Initial dispensings",160307,"Penicillins","Capital & Coast",2022,"110462","71859",98.6
"39115","Initial dispensings",160307,"Penicillins","Hutt Valley",2022,"65549","40899",99.2
"39116","Initial dispensings",160307,"Penicillins","Wairarapa",2022,"18999","12202",99.5
"39117","Initial dispensings",160307,"Penicillins","Nelson Marlborough",2022,"48883","32849",98.9
"39118","Initial dispensings",160307,"Penicillins","West Coast",2022,"9725","6566",99.4
"39119","Initial dispensings",160307,"Penicillins","Canterbury",2022,"209251","136111",99.3
"39120","Initial dispensings",160307,"Penicillins","South Canterbury",2022,"21908","14567",99.5
"39121","Initial dispensings",160307,"Penicillins","Southern",2022,"116251","77362",99
"39122","Initial dispensings",160307,"Penicillins","New Zealand",2022,"2052610","1303817",99
"39123","Dispensings",160307,"Penicillins","Northland",2018,"89639","56447",99.5
"39124","Dispensings",160307,"Penicillins","Waitemata",2018,"290476","179207",97.6
"39125","Dispensings",160307,"Penicillins","Auckland",2018,"237171","144951",97.2
"39126","Dispensings",160307,"Penicillins","Counties Manukau",2018,"356504","208549",98.5
"39127","Dispensings",160307,"Penicillins","Waikato",2018,"246182","142729",98.8
"39128","Dispensings",160307,"Penicillins","Lakes",2018,"57928","35356",98
"39129","Dispensings",160307,"Penicillins","Bay of Plenty",2018,"124963","76611",98.8
"39130","Dispensings",160307,"Penicillins","Tairawhiti",2018,"26638","16183",98.9
"39131","Dispensings",160307,"Penicillins","Hawke's Bay",2018,"83316","51411",99.4
"39132","Dispensings",160307,"Penicillins","Taranaki",2018,"57285","35736",98.5
"39133","Dispensings",160307,"Penicillins","MidCentral",2018,"79929","50157",98.8
"39134","Dispensings",160307,"Penicillins","Whanganui",2018,"33650","20523",98.9
"39135","Dispensings",160307,"Penicillins","Capital & Coast",2018,"128967","80598",97.1
"39136","Dispensings",160307,"Penicillins","Hutt Valley",2018,"70903","42939",97.7
"39137","Dispensings",160307,"Penicillins","Wairarapa",2018,"20565","12784",98.8
"39138","Dispensings",160307,"Penicillins","Nelson Marlborough",2018,"55271","35492",98
"39139","Dispensings",160307,"Penicillins","West Coast",2018,"10896","7376",98.6
"39140","Dispensings",160307,"Penicillins","Canterbury",2018,"220650","137446",98.1
"39141","Dispensings",160307,"Penicillins","South Canterbury",2018,"24833","15677",98.8
"39142","Dispensings",160307,"Penicillins","Southern",2018,"122106","78623",98.4
"39143","Dispensings",160307,"Penicillins","New Zealand",2018,"2337872","1415265",98.2
"39144","Dispensings",160307,"Penicillins","Northland",2019,"87034","55119",99.6
"39145","Dispensings",160307,"Penicillins","Waitemata",2019,"282474","177406",97.9
"39146","Dispensings",160307,"Penicillins","Auckland",2019,"234357","144723",97.6
"39147","Dispensings",160307,"Penicillins","Counties Manukau",2019,"354991","210661",98.6
"39148","Dispensings",160307,"Penicillins","Waikato",2019,"234587","140313",99.1
"39149","Dispensings",160307,"Penicillins","Lakes",2019,"55571","34691",98.3
"39150","Dispensings",160307,"Penicillins","Bay of Plenty",2019,"121787","75885",99.1
"39151","Dispensings",160307,"Penicillins","Tairawhiti",2019,"26317","16139",99
"39152","Dispensings",160307,"Penicillins","Hawke's Bay",2019,"80177","49949",99.5
"39153","Dispensings",160307,"Penicillins","Taranaki",2019,"55018","34810",98.8
"39154","Dispensings",160307,"Penicillins","MidCentral",2019,"79268","49996",99
"39155","Dispensings",160307,"Penicillins","Whanganui",2019,"32380","19965",99.3
"39156","Dispensings",160307,"Penicillins","Capital & Coast",2019,"125929","79878",97.6
"39157","Dispensings",160307,"Penicillins","Hutt Valley",2019,"68337","42207",98.2
"39158","Dispensings",160307,"Penicillins","Wairarapa",2019,"18268","11707",98.9
"39159","Dispensings",160307,"Penicillins","Nelson Marlborough",2019,"53506","34715",98
"39160","Dispensings",160307,"Penicillins","West Coast",2019,"9914","6802",99
"39161","Dispensings",160307,"Penicillins","Canterbury",2019,"219182","138416",98.7
"39162","Dispensings",160307,"Penicillins","South Canterbury",2019,"24491","15674",99
"39163","Dispensings",160307,"Penicillins","Southern",2019,"122002","79613",98.6
"39164","Dispensings",160307,"Penicillins","New Zealand",2019,"2285590","1406283",98.5
"39165","Dispensings",160307,"Penicillins","Northland",2020,"71875","46397",99.6
"39166","Dispensings",160307,"Penicillins","Waitemata",2020,"215117","139449",97.7
"39167","Dispensings",160307,"Penicillins","Auckland",2020,"173921","111548",97.3
"39168","Dispensings",160307,"Penicillins","Counties Manukau",2020,"264484","165503",98.6
"39169","Dispensings",160307,"Penicillins","Waikato",2020,"193018","118442",99
"39170","Dispensings",160307,"Penicillins","Lakes",2020,"45921","29379",98.5
"39171","Dispensings",160307,"Penicillins","Bay of Plenty",2020,"101997","64917",99.2
"39172","Dispensings",160307,"Penicillins","Tairawhiti",2020,"22415","14103",99
"39173","Dispensings",160307,"Penicillins","Hawke's Bay",2020,"66535","42241",99.5
"39174","Dispensings",160307,"Penicillins","Taranaki",2020,"42715","27809",98.7
"39175","Dispensings",160307,"Penicillins","MidCentral",2020,"65465","41808",98.8
"39176","Dispensings",160307,"Penicillins","Whanganui",2020,"27507","17152",99.4
"39177","Dispensings",160307,"Penicillins","Capital & Coast",2020,"99809","64310",97.8
"39178","Dispensings",160307,"Penicillins","Hutt Valley",2020,"57250","35659",98.8
"39179","Dispensings",160307,"Penicillins","Wairarapa",2020,"16019","10148",99
"39180","Dispensings",160307,"Penicillins","Nelson Marlborough",2020,"44947","29144",98.2
"39181","Dispensings",160307,"Penicillins","West Coast",2020,"8664","5842",99.1
"39182","Dispensings",160307,"Penicillins","Canterbury",2020,"180276","114863",98.7
"39183","Dispensings",160307,"Penicillins","South Canterbury",2020,"19305","12517",99
"39184","Dispensings",160307,"Penicillins","Southern",2020,"98741","64121",98.4
"39185","Dispensings",160307,"Penicillins","New Zealand",2020,"1815981","1146083",98.5
"39186","Dispensings",160307,"Penicillins","Northland",2021,"75841","48407",99.7
"39187","Dispensings",160307,"Penicillins","Waitemata",2021,"223193","144244",97.8
"39188","Dispensings",160307,"Penicillins","Auckland",2021,"178420","115332",97.7
"39189","Dispensings",160307,"Penicillins","Counties Manukau",2021,"267267","167337",98.9
"39190","Dispensings",160307,"Penicillins","Waikato",2021,"200801","123695",99.2
"39191","Dispensings",160307,"Penicillins","Lakes",2021,"46281","29669",98.8
"39192","Dispensings",160307,"Penicillins","Bay of Plenty",2021,"104967","66934",99.4
"39193","Dispensings",160307,"Penicillins","Tairawhiti",2021,"23431","14583",99.1
"39194","Dispensings",160307,"Penicillins","Hawke's Bay",2021,"68616","43317",99.6
"39195","Dispensings",160307,"Penicillins","Taranaki",2021,"46420","30250",99
"39196","Dispensings",160307,"Penicillins","MidCentral",2021,"69013","43882",99.1
"39197","Dispensings",160307,"Penicillins","Whanganui",2021,"26855","16963",99.5
"39198","Dispensings",160307,"Penicillins","Capital & Coast",2021,"102845","66582",98.3
"39199","Dispensings",160307,"Penicillins","Hutt Valley",2021,"59808","37373",99
"39200","Dispensings",160307,"Penicillins","Wairarapa",2021,"17553","10995",99.1
"39201","Dispensings",160307,"Penicillins","Nelson Marlborough",2021,"48399","31541",98.8
"39202","Dispensings",160307,"Penicillins","West Coast",2021,"9304","6155",99.3
"39203","Dispensings",160307,"Penicillins","Canterbury",2021,"194259","123819",99.1
"39204","Dispensings",160307,"Penicillins","South Canterbury",2021,"20595","13421",99.3
"39205","Dispensings",160307,"Penicillins","Southern",2021,"105928","69230",98.8
"39206","Dispensings",160307,"Penicillins","New Zealand",2021,"1889796","1194062",98.8
"39207","Dispensings",160307,"Penicillins","Northland",2022,"80498","51238",99.7
"39208","Dispensings",160307,"Penicillins","Waitemata",2022,"253888","161680",98.4
"39209","Dispensings",160307,"Penicillins","Auckland",2022,"197660","126063",98.3
"39210","Dispensings",160307,"Penicillins","Counties Manukau",2022,"304821","186013",99.1
"39211","Dispensings",160307,"Penicillins","Waikato",2022,"222084","134632",99.5
"39212","Dispensings",160307,"Penicillins","Lakes",2022,"50202","31978",99.1
"39213","Dispensings",160307,"Penicillins","Bay of Plenty",2022,"117136","73615",99.4
"39214","Dispensings",160307,"Penicillins","Tairawhiti",2022,"22896","14525",99.4
"39215","Dispensings",160307,"Penicillins","Hawke's Bay",2022,"75107","47072",99.7
"39216","Dispensings",160307,"Penicillins","Taranaki",2022,"48475","31483",99.3
"39217","Dispensings",160307,"Penicillins","MidCentral",2022,"73028","46298",99.2
"39218","Dispensings",160307,"Penicillins","Whanganui",2022,"27704","17520",99.6
"39219","Dispensings",160307,"Penicillins","Capital & Coast",2022,"112079","71883",98.6
"39220","Dispensings",160307,"Penicillins","Hutt Valley",2022,"67063","40918",99.2
"39221","Dispensings",160307,"Penicillins","Wairarapa",2022,"19536","12207",99.5
"39222","Dispensings",160307,"Penicillins","Nelson Marlborough",2022,"49751","32857",99
"39223","Dispensings",160307,"Penicillins","West Coast",2022,"9869","6567",99.4
"39224","Dispensings",160307,"Penicillins","Canterbury",2022,"214710","136150",99.3
"39225","Dispensings",160307,"Penicillins","South Canterbury",2022,"22263","14573",99.5
"39226","Dispensings",160307,"Penicillins","Southern",2022,"119252","77382",99
"39227","Dispensings",160307,"Penicillins","New Zealand",2022,"2088022","1304091",99.1
"46350","Initial dispensings",160310,"Tetracyclines","Northland",2018,"11361","8301",99.9
"46351","Initial dispensings",160310,"Tetracyclines","Waitemata",2018,"34518","25849",99.4
"46352","Initial dispensings",160310,"Tetracyclines","Auckland",2018,"31237","23182",98.7
"46353","Initial dispensings",160310,"Tetracyclines","Counties Manukau",2018,"25514","19086",99.6
"46354","Initial dispensings",160310,"Tetracyclines","Waikato",2018,"20046","14552",99.5
"46355","Initial dispensings",160310,"Tetracyclines","Lakes",2018,"5552","4033",99.1
"46356","Initial dispensings",160310,"Tetracyclines","Bay of Plenty",2018,"16174","11977",99.6
"46357","Initial dispensings",160310,"Tetracyclines","Tairawhiti",2018,"2260","1725",99.6
"46358","Initial dispensings",160310,"Tetracyclines","Hawke's Bay",2018,"8900","6424",99.8
"46359","Initial dispensings",160310,"Tetracyclines","Taranaki",2018,"7552","5576",99.4
"46360","Initial dispensings",160310,"Tetracyclines","MidCentral",2018,"10801","8076",99.8
"46361","Initial dispensings",160310,"Tetracyclines","Whanganui",2018,"3978","2844",99.7
"46362","Initial dispensings",160310,"Tetracyclines","Capital & Coast",2018,"16911","11829",98.9
"46363","Initial dispensings",160310,"Tetracyclines","Hutt Valley",2018,"7490","5246",99.4
"46364","Initial dispensings",160310,"Tetracyclines","Wairarapa",2018,"2124","1515",99.8
"46365","Initial dispensings",160310,"Tetracyclines","Nelson Marlborough",2018,"6358","4616",99.5
"46366","Initial dispensings",160310,"Tetracyclines","West Coast",2018,"1680","1242",99.2
"46367","Initial dispensings",160310,"Tetracyclines","Canterbury",2018,"29707","21428",99.4
"46368","Initial dispensings",160310,"Tetracyclines","South Canterbury",2018,"4756","3488",99.7
"46369","Initial dispensings",160310,"Tetracyclines","Southern",2018,"18600","13459",99.3
"46370","Initial dispensings",160310,"Tetracyclines","New Zealand",2018,"265519","193498",99.4
"46371","Initial dispensings",160310,"Tetracyclines","Northland",2019,"11738","8509",99.9
"46372","Initial dispensings",160310,"Tetracyclines","Waitemata",2019,"35748","26671",99.5
"46373","Initial dispensings",160310,"Tetracyclines","Auckland",2019,"32336","24014",98.9
"46374","Initial dispensings",160310,"Tetracyclines","Counties Manukau",2019,"26791","20037",99.7
"46375","Initial dispensings",160310,"Tetracyclines","Waikato",2019,"20568","15080",99.8
"46376","Initial dispensings",160310,"Tetracyclines","Lakes",2019,"5300","3906",99.1
"46377","Initial dispensings",160310,"Tetracyclines","Bay of Plenty",2019,"16949","12675",99.8
"46378","Initial dispensings",160310,"Tetracyclines","Tairawhiti",2019,"2481","1877",99.7
"46379","Initial dispensings",160310,"Tetracyclines","Hawke's Bay",2019,"9567","6906",99.9
"46380","Initial dispensings",160310,"Tetracyclines","Taranaki",2019,"8188","6073",99.7
"46381","Initial dispensings",160310,"Tetracyclines","MidCentral",2019,"12269","9017",99.9
"46382","Initial dispensings",160310,"Tetracyclines","Whanganui",2019,"4520","3232",99.6
"46383","Initial dispensings",160310,"Tetracyclines","Capital & Coast",2019,"17633","12514",99.3
"46384","Initial dispensings",160310,"Tetracyclines","Hutt Valley",2019,"7890","5404",99.4
"46385","Initial dispensings",160310,"Tetracyclines","Wairarapa",2019,"2384","1749",100
"46386","Initial dispensings",160310,"Tetracyclines","Nelson Marlborough",2019,"6969","5080",99.6
"46387","Initial dispensings",160310,"Tetracyclines","West Coast",2019,"1650","1243",99.5
"46388","Initial dispensings",160310,"Tetracyclines","Canterbury",2019,"31007","22466",99.5
"46389","Initial dispensings",160310,"Tetracyclines","South Canterbury",2019,"5150","3740",99.6
"46390","Initial dispensings",160310,"Tetracyclines","Southern",2019,"20738","15178",99.4
"46391","Initial dispensings",160310,"Tetracyclines","New Zealand",2019,"279876","204361",99.5
"46392","Initial dispensings",160310,"Tetracyclines","Northland",2020,"10125","6898",99.9
"46393","Initial dispensings",160310,"Tetracyclines","Waitemata",2020,"30871","22322",99.6
"46394","Initial dispensings",160310,"Tetracyclines","Auckland",2020,"26276","18859",99.4
"46395","Initial dispensings",160310,"Tetracyclines","Counties Manukau",2020,"22297","16105",99.7
"46396","Initial dispensings",160310,"Tetracyclines","Waikato",2020,"17921","12707",99.8
"46397","Initial dispensings",160310,"Tetracyclines","Lakes",2020,"4643","3301",99.6
"46398","Initial dispensings",160310,"Tetracyclines","Bay of Plenty",2020,"13545","9770",99.9
"46399","Initial dispensings",160310,"Tetracyclines","Tairawhiti",2020,"2207","1579",99.8
"46400","Initial dispensings",160310,"Tetracyclines","Hawke's Bay",2020,"8222","5630",99.9
"46401","Initial dispensings",160310,"Tetracyclines","Taranaki",2020,"6324","4426",99.8
"46402","Initial dispensings",160310,"Tetracyclines","MidCentral",2020,"10709","7613",99.9
"46403","Initial dispensings",160310,"Tetracyclines","Whanganui",2020,"4373","3011",99.7
"46404","Initial dispensings",160310,"Tetracyclines","Capital & Coast",2020,"15951","10891",99.3
"46405","Initial dispensings",160310,"Tetracyclines","Hutt Valley",2020,"7158","4704",99.7
"46406","Initial dispensings",160310,"Tetracyclines","Wairarapa",2020,"2157","1463",99.9
"46407","Initial dispensings",160310,"Tetracyclines","Nelson Marlborough",2020,"6191","4339",99.8
"46408","Initial dispensings",160310,"Tetracyclines","West Coast",2020,"1488","1037",99.9
"46409","Initial dispensings",160310,"Tetracyclines","Canterbury",2020,"26911","18723",99.7
"46410","Initial dispensings",160310,"Tetracyclines","South Canterbury",2020,"4024","2824",99.8
"46411","Initial dispensings",160310,"Tetracyclines","Southern",2020,"17630","12333",99.5
"46412","Initial dispensings",160310,"Tetracyclines","New Zealand",2020,"239023","167650",99.7
"46413","Initial dispensings",160310,"Tetracyclines","Northland",2021,"9945","6990",99.9
"46414","Initial dispensings",160310,"Tetracyclines","Waitemata",2021,"30979","22423",99.7
"46415","Initial dispensings",160310,"Tetracyclines","Auckland",2021,"25976","18931",99.6
"46416","Initial dispensings",160310,"Tetracyclines","Counties Manukau",2021,"21942","15922",99.8
"46417","Initial dispensings",160310,"Tetracyclines","Waikato",2021,"17081","12068",99.8
"46418","Initial dispensings",160310,"Tetracyclines","Lakes",2021,"4635","3255",99.8
"46419","Initial dispensings",160310,"Tetracyclines","Bay of Plenty",2021,"14006","10164",99.9
"46420","Initial dispensings",160310,"Tetracyclines","Tairawhiti",2021,"2209","1624",99.8
"46421","Initial dispensings",160310,"Tetracyclines","Hawke's Bay",2021,"8313","5651",99.9
"46422","Initial dispensings",160310,"Tetracyclines","Taranaki",2021,"6406","4636",99.8
"46423","Initial dispensings",160310,"Tetracyclines","MidCentral",2021,"10491","7497",99.9
"46424","Initial dispensings",160310,"Tetracyclines","Whanganui",2021,"4383","3074",99.8
"46425","Initial dispensings",160310,"Tetracyclines","Capital & Coast",2021,"16024","11116",99.7
"46426","Initial dispensings",160310,"Tetracyclines","Hutt Valley",2021,"7207","4740",99.8
"46427","Initial dispensings",160310,"Tetracyclines","Wairarapa",2021,"2267","1583",99.9
"46428","Initial dispensings",160310,"Tetracyclines","Nelson Marlborough",2021,"6086","4296",99.9
"46429","Initial dispensings",160310,"Tetracyclines","West Coast",2021,"1370","936",99.7
"46430","Initial dispensings",160310,"Tetracyclines","Canterbury",2021,"27179","18894",99.9
"46431","Initial dispensings",160310,"Tetracyclines","South Canterbury",2021,"3821","2675",99.9
"46432","Initial dispensings",160310,"Tetracyclines","Southern",2021,"17784","12699",99.8
"46433","Initial dispensings",160310,"Tetracyclines","New Zealand",2021,"238104","168172",99.8
"46434","Initial dispensings",160310,"Tetracyclines","Northland",2022,"10947","7891",99.9
"46435","Initial dispensings",160310,"Tetracyclines","Waitemata",2022,"34946","25828",99.8
"46436","Initial dispensings",160310,"Tetracyclines","Auckland",2022,"29111","21624",99.7
"46437","Initial dispensings",160310,"Tetracyclines","Counties Manukau",2022,"26107","19346",99.9
"46438","Initial dispensings",160310,"Tetracyclines","Waikato",2022,"20391","14786",99.9
"46439","Initial dispensings",160310,"Tetracyclines","Lakes",2022,"5432","3921",99.9
"46440","Initial dispensings",160310,"Tetracyclines","Bay of Plenty",2022,"16124","11858",99.9
"46441","Initial dispensings",160310,"Tetracyclines","Tairawhiti",2022,"2298","1664",100
"46442","Initial dispensings",160310,"Tetracyclines","Hawke's Bay",2022,"9547","6776",99.9
"46443","Initial dispensings",160310,"Tetracyclines","Taranaki",2022,"7056","5123",99.9
"46444","Initial dispensings",160310,"Tetracyclines","MidCentral",2022,"10876","7763",100
"46445","Initial dispensings",160310,"Tetracyclines","Whanganui",2022,"5398","3824",99.9
"46446","Initial dispensings",160310,"Tetracyclines","Capital & Coast",2022,"16786","11952",99.8
"46447","Initial dispensings",160310,"Tetracyclines","Hutt Valley",2022,"7548","5108",99.9
"46448","Initial dispensings",160310,"Tetracyclines","Wairarapa",2022,"2473","1775",100
"46449","Initial dispensings",160310,"Tetracyclines","Nelson Marlborough",2022,"6490","4560",99.8
"46450","Initial dispensings",160310,"Tetracyclines","West Coast",2022,"1428","999",99.9
"46451","Initial dispensings",160310,"Tetracyclines","Canterbury",2022,"28695","20204",99.9
"46452","Initial dispensings",160310,"Tetracyclines","South Canterbury",2022,"4271","2980",99.9
"46453","Initial dispensings",160310,"Tetracyclines","Southern",2022,"19796","14403",99.8
"46454","Initial dispensings",160310,"Tetracyclines","New Zealand",2022,"265720","191422",99.8
"46455","Dispensings",160310,"Tetracyclines","Northland",2018,"11707","8308",99.9
"46456","Dispensings",160310,"Tetracyclines","Waitemata",2018,"36167","25878",99.5
"46457","Dispensings",160310,"Tetracyclines","Auckland",2018,"32401","23199",98.7
"46458","Dispensings",160310,"Tetracyclines","Counties Manukau",2018,"26727","19116",99.6
"46459","Dispensings",160310,"Tetracyclines","Waikato",2018,"21866","14568",99.5
"46460","Dispensings",160310,"Tetracyclines","Lakes",2018,"5863","4039",99.2
"46461","Dispensings",160310,"Tetracyclines","Bay of Plenty",2018,"17237","11996",99.7
"46462","Dispensings",160310,"Tetracyclines","Tairawhiti",2018,"2430","1726",99.6
"46463","Dispensings",160310,"Tetracyclines","Hawke's Bay",2018,"10390","6432",99.8
"46464","Dispensings",160310,"Tetracyclines","Taranaki",2018,"7990","5583",99.5
"46465","Dispensings",160310,"Tetracyclines","MidCentral",2018,"11475","8093",99.9
"46466","Dispensings",160310,"Tetracyclines","Whanganui",2018,"4146","2848",99.8
"46467","Dispensings",160310,"Tetracyclines","Capital & Coast",2018,"18261","11847",99
"46468","Dispensings",160310,"Tetracyclines","Hutt Valley",2018,"8392","5258",99.5
"46469","Dispensings",160310,"Tetracyclines","Wairarapa",2018,"2512","1522",99.8
"46470","Dispensings",160310,"Tetracyclines","Nelson Marlborough",2018,"6960","4621",99.5
"46471","Dispensings",160310,"Tetracyclines","West Coast",2018,"1765","1245",99.2
"46472","Dispensings",160310,"Tetracyclines","Canterbury",2018,"32824","21463",99.4
"46473","Dispensings",160310,"Tetracyclines","South Canterbury",2018,"5104","3489",99.7
"46474","Dispensings",160310,"Tetracyclines","Southern",2018,"20256","13479",99.4
"46475","Dispensings",160310,"Tetracyclines","New Zealand",2018,"284473","193719",99.4
"46476","Dispensings",160310,"Tetracyclines","Northland",2019,"12037","8516",99.9
"46477","Dispensings",160310,"Tetracyclines","Waitemata",2019,"37282","26688",99.5
"46478","Dispensings",160310,"Tetracyclines","Auckland",2019,"33361","24036",99
"46479","Dispensings",160310,"Tetracyclines","Counties Manukau",2019,"28041","20061",99.7
"46480","Dispensings",160310,"Tetracyclines","Waikato",2019,"22292","15098",99.8
"46481","Dispensings",160310,"Tetracyclines","Lakes",2019,"5582","3914",99.2
"46482","Dispensings",160310,"Tetracyclines","Bay of Plenty",2019,"17982","12692",99.8
"46483","Dispensings",160310,"Tetracyclines","Tairawhiti",2019,"2595","1877",99.7
"46484","Dispensings",160310,"Tetracyclines","Hawke's Bay",2019,"11082","6914",99.9
"46485","Dispensings",160310,"Tetracyclines","Taranaki",2019,"8512","6077",99.7
"46486","Dispensings",160310,"Tetracyclines","MidCentral",2019,"12978","9023",99.9
"46487","Dispensings",160310,"Tetracyclines","Whanganui",2019,"4693","3235",99.6
"46488","Dispensings",160310,"Tetracyclines","Capital & Coast",2019,"18868","12536",99.3
"46489","Dispensings",160310,"Tetracyclines","Hutt Valley",2019,"8854","5419",99.5
"46490","Dispensings",160310,"Tetracyclines","Wairarapa",2019,"2736","1756",100
"46491","Dispensings",160310,"Tetracyclines","Nelson Marlborough",2019,"7538","5087",99.7
"46492","Dispensings",160310,"Tetracyclines","West Coast",2019,"1709","1245",99.5
"46493","Dispensings",160310,"Tetracyclines","Canterbury",2019,"33558","22500",99.6
"46494","Dispensings",160310,"Tetracyclines","South Canterbury",2019,"5451","3740",99.7
"46495","Dispensings",160310,"Tetracyclines","Southern",2019,"22231","15193",99.4
"46496","Dispensings",160310,"Tetracyclines","New Zealand",2019,"297382","204562",99.6
"46497","Dispensings",160310,"Tetracyclines","Northland",2020,"11491","6902",99.9
"46498","Dispensings",160310,"Tetracyclines","Waitemata",2020,"37081","22364",99.6
"46499","Dispensings",160310,"Tetracyclines","Auckland",2020,"30831","18897",99.4
"46500","Dispensings",160310,"Tetracyclines","Counties Manukau",2020,"26609","16142",99.7
"46501","Dispensings",160310,"Tetracyclines","Waikato",2020,"22046","12733",99.8
"46502","Dispensings",160310,"Tetracyclines","Lakes",2020,"5636","3307",99.6
"46503","Dispensings",160310,"Tetracyclines","Bay of Plenty",2020,"16223","9782",99.9
"46504","Dispensings",160310,"Tetracyclines","Tairawhiti",2020,"2533","1579",99.8
"46505","Dispensings",160310,"Tetracyclines","Hawke's Bay",2020,"10499","5643",99.9
"46506","Dispensings",160310,"Tetracyclines","Taranaki",2020,"7365","4430",99.8
"46507","Dispensings",160310,"Tetracyclines","MidCentral",2020,"12485","7629",99.9
"46508","Dispensings",160310,"Tetracyclines","Whanganui",2020,"5020","3014",99.7
"46509","Dispensings",160310,"Tetracyclines","Capital & Coast",2020,"20754","10912",99.4
"46510","Dispensings",160310,"Tetracyclines","Hutt Valley",2020,"9448","4726",99.7
"46511","Dispensings",160310,"Tetracyclines","Wairarapa",2020,"2985","1469",99.9
"46512","Dispensings",160310,"Tetracyclines","Nelson Marlborough",2020,"8042","4352",99.8
"46513","Dispensings",160310,"Tetracyclines","West Coast",2020,"1759","1037",99.9
"46514","Dispensings",160310,"Tetracyclines","Canterbury",2020,"35416","18762",99.8
"46515","Dispensings",160310,"Tetracyclines","South Canterbury",2020,"4736","2826",99.9
"46516","Dispensings",160310,"Tetracyclines","Southern",2020,"21709","12358",99.5
"46517","Dispensings",160310,"Tetracyclines","New Zealand",2020,"292668","167862",99.7
"46518","Dispensings",160310,"Tetracyclines","Northland",2021,"10475","7004",99.9
"46519","Dispensings",160310,"Tetracyclines","Waitemata",2021,"33276","22476",99.7
"46520","Dispensings",160310,"Tetracyclines","Auckland",2021,"27466","18953",99.6
"46521","Dispensings",160310,"Tetracyclines","Counties Manukau",2021,"23937","15965",99.8
"46522","Dispensings",160310,"Tetracyclines","Waikato",2021,"19115","12106",99.8
"46523","Dispensings",160310,"Tetracyclines","Lakes",2021,"5018","3262",99.8
"46524","Dispensings",160310,"Tetracyclines","Bay of Plenty",2021,"15308","10184",99.9
"46525","Dispensings",160310,"Tetracyclines","Tairawhiti",2021,"2352","1627",99.8
"46526","Dispensings",160310,"Tetracyclines","Hawke's Bay",2021,"9809","5662",99.9
"46527","Dispensings",160310,"Tetracyclines","Taranaki",2021,"6804","4643",99.9
"46528","Dispensings",160310,"Tetracyclines","MidCentral",2021,"11371","7513",99.9
"46529","Dispensings",160310,"Tetracyclines","Whanganui",2021,"4853","3077",99.8
"46530","Dispensings",160310,"Tetracyclines","Capital & Coast",2021,"17892","11139",99.7
"46531","Dispensings",160310,"Tetracyclines","Hutt Valley",2021,"8379","4760",99.9
"46532","Dispensings",160310,"Tetracyclines","Wairarapa",2021,"2918","1595",99.9
"46533","Dispensings",160310,"Tetracyclines","Nelson Marlborough",2021,"6744","4313",99.9
"46534","Dispensings",160310,"Tetracyclines","West Coast",2021,"1435","936",99.7
"46535","Dispensings",160310,"Tetracyclines","Canterbury",2021,"31522","18954",99.9
"46536","Dispensings",160310,"Tetracyclines","South Canterbury",2021,"4133","2682",99.9
"46537","Dispensings",160310,"Tetracyclines","Southern",2021,"19654","12718",99.8
"46538","Dispensings",160310,"Tetracyclines","New Zealand",2021,"262461","168528",99.8
"46539","Dispensings",160310,"Tetracyclines","Northland",2022,"11464","7904",99.9
